X,Initial_Positions_X,Initial_Positions_Y,PlaygroundSize,Rounds,Slots,roundTime,MsgSizeBits,Sources,Destinations,TX_POWER_mW,PathLossAlpha,PathLossBeta,noise_dBm,Table_From,Table_To,Table_Slot,Table_Channel,Table_Stream,Table_MCS,Table_Data,n1:Q length_mean_str5[#msg],n1:Q length_max_str5[#msg],n1:Q length_mean_str8[#msg],n1:Q length_max_str8[#msg],n1:Q length_mean_str10[#msg],n1:Q length_max_str10[#msg],n1:Q length_mean_str12[#msg],n1:Q length_max_str12[#msg],n2:Q length_mean_str5[#msg],n2:Q length_max_str5[#msg],n2:Q length_mean_str7[#msg],n2:Q length_max_str7[#msg],n2:Q length_mean_str8[#msg],n2:Q length_max_str8[#msg],n2:Q length_mean_str10[#msg],n2:Q length_max_str10[#msg],n2:Q length_mean_str12[#msg],n2:Q length_max_str12[#msg],n3:Q length_mean_str5[#msg],n3:Q length_max_str5[#msg],n3:Q length_mean_str7[#msg],n3:Q length_max_str7[#msg],n3:Q length_mean_str8[#msg],n3:Q length_max_str8[#msg],n3:Q length_mean_str10[#msg],n3:Q length_max_str10[#msg],n4:Q length_mean_str5[#msg],n4:Q length_max_str5[#msg],n4:Q length_mean_str8[#msg],n4:Q length_max_str8[#msg],n4:Q length_mean_str10[#msg],n4:Q length_max_str10[#msg],n5:Q length_mean_str5[#msg],n5:Q length_max_str5[#msg],n6:Q length_mean_str4[#msg],n6:Q length_max_str4[#msg],n7:Q length_mean_str2[#msg],n7:Q length_max_str2[#msg],n8:Q length_mean_str5[#msg],n8:Q length_max_str5[#msg],n8:Q length_mean_str8[#msg],n8:Q length_max_str8[#msg],n8:Q length_mean_str10[#msg],n8:Q length_max_str10[#msg],n9:Q length_mean_str7[#msg],n9:Q length_max_str7[#msg],n9:Q length_mean_str10[#msg],n9:Q length_max_str10[#msg],n10:Q length_mean_str1[#msg],n10:Q length_max_str1[#msg],n10:Q length_mean_str7[#msg],n10:Q length_max_str7[#msg],n10:Q length_mean_str10[#msg],n10:Q length_max_str10[#msg],n11:Q length_mean_str1[#msg],n11:Q length_max_str1[#msg],n11:Q length_mean_str8[#msg],n11:Q length_max_str8[#msg],n12:Q length_mean_str1[#msg],n12:Q length_max_str1[#msg],n12:Q length_mean_str5[#msg],n12:Q length_max_str5[#msg],n13:Q length_mean_str1[#msg],n13:Q length_max_str1[#msg],n13:Q length_mean_str3[#msg],n13:Q length_max_str3[#msg],n13:Q length_mean_str4[#msg],n13:Q length_max_str4[#msg],n14:Q length_mean_str2[#msg],n14:Q length_max_str2[#msg],n14:Q length_mean_str3[#msg],n14:Q length_max_str3[#msg],n15:Q length_mean_str5[#msg],n15:Q length_max_str5[#msg],n15:Q length_mean_str6[#msg],n15:Q length_max_str6[#msg],n15:Q length_mean_str8[#msg],n15:Q length_max_str8[#msg],n15:Q length_mean_str10[#msg],n15:Q length_max_str10[#msg],n16:Q length_mean_str6[#msg],n16:Q length_max_str6[#msg],n16:Q length_mean_str10[#msg],n16:Q length_max_str10[#msg],n17:Q length_mean_str1[#msg],n17:Q length_max_str1[#msg],n17:Q length_mean_str9[#msg],n17:Q length_max_str9[#msg],n17:Q length_mean_str10[#msg],n17:Q length_max_str10[#msg],n18:Q length_mean_str1[#msg],n18:Q length_max_str1[#msg],n18:Q length_mean_str8[#msg],n18:Q length_max_str8[#msg],n19:Q length_mean_str1[#msg],n19:Q length_max_str1[#msg],n19:Q length_mean_str5[#msg],n19:Q length_max_str5[#msg],n20:Q length_mean_str1[#msg],n20:Q length_max_str1[#msg],n20:Q length_mean_str3[#msg],n20:Q length_max_str3[#msg],n20:Q length_mean_str4[#msg],n20:Q length_max_str4[#msg],n21:Q length_mean_str2[#msg],n21:Q length_max_str2[#msg],n21:Q length_mean_str3[#msg],n21:Q length_max_str3[#msg],n22:Q length_mean_str5[#msg],n22:Q length_max_str5[#msg],n22:Q length_mean_str6[#msg],n22:Q length_max_str6[#msg],n22:Q length_mean_str8[#msg],n22:Q length_max_str8[#msg],n22:Q length_mean_str9[#msg],n22:Q length_max_str9[#msg],n22:Q length_mean_str10[#msg],n22:Q length_max_str10[#msg],n23:Q length_mean_str10[#msg],n23:Q length_max_str10[#msg],n24:Q length_mean_str1[#msg],n24:Q length_max_str1[#msg],n24:Q length_mean_str9[#msg],n24:Q length_max_str9[#msg],n24:Q length_mean_str10[#msg],n24:Q length_max_str10[#msg],n25:Q length_mean_str1[#msg],n25:Q length_max_str1[#msg],n25:Q length_mean_str8[#msg],n25:Q length_max_str8[#msg],n26:Q length_mean_str1[#msg],n26:Q length_max_str1[#msg],n26:Q length_mean_str5[#msg],n26:Q length_max_str5[#msg],n27:Q length_mean_str1[#msg],n27:Q length_max_str1[#msg],n27:Q length_mean_str3[#msg],n27:Q length_max_str3[#msg],n27:Q length_mean_str4[#msg],n27:Q length_max_str4[#msg],n28:Q length_mean_str2[#msg],n28:Q length_max_str2[#msg],n28:Q length_mean_str3[#msg],n28:Q length_max_str3[#msg],n28:Q length_mean_str11[#msg],n28:Q length_max_str11[#msg],n29:Q length_mean_str5[#msg],n29:Q length_max_str5[#msg],n29:Q length_mean_str6[#msg],n29:Q length_max_str6[#msg],n29:Q length_mean_str8[#msg],n29:Q length_max_str8[#msg],n29:Q length_mean_str9[#msg],n29:Q length_max_str9[#msg],n29:Q length_mean_str11[#msg],n29:Q length_max_str11[#msg],n30:Q length_mean_str5[#msg],n30:Q length_max_str5[#msg],n30:Q length_mean_str6[#msg],n30:Q length_max_str6[#msg],n30:Q length_mean_str8[#msg],n30:Q length_max_str8[#msg],n30:Q length_mean_str9[#msg],n30:Q length_max_str9[#msg],n30:Q length_mean_str11[#msg],n30:Q length_max_str11[#msg],n31:Q length_mean_str1[#msg],n31:Q length_max_str1[#msg],n31:Q length_mean_str5[#msg],n31:Q length_max_str5[#msg],n31:Q length_mean_str8[#msg],n31:Q length_max_str8[#msg],n31:Q length_mean_str9[#msg],n31:Q length_max_str9[#msg],n32:Q length_mean_str5[#msg],n32:Q length_max_str5[#msg],n32:Q length_mean_str8[#msg],n32:Q length_max_str8[#msg],n33:Q length_mean_str5[#msg],n33:Q length_max_str5[#msg],n34:Q length_mean_str1[#msg],n34:Q length_max_str1[#msg],n34:Q length_mean_str3[#msg],n34:Q length_max_str3[#msg],n35:Q length_mean_str2[#msg],n35:Q length_max_str2[#msg],n35:Q length_mean_str3[#msg],n35:Q length_max_str3[#msg],n35:Q length_mean_str11[#msg],n35:Q length_max_str11[#msg],n36:Q length_mean_str11[#msg],n36:Q length_max_str11[#msg],n37:Q length_mean_str2[#msg],n37:Q length_max_str2[#msg],n37:Q length_mean_str11[#msg],n37:Q length_max_str11[#msg],n38:Q length_mean_str1[#msg],n38:Q length_max_str1[#msg],n38:Q length_mean_str2[#msg],n38:Q length_max_str2[#msg],n38:Q length_mean_str11[#msg],n38:Q length_max_str11[#msg],n39:Q length_mean_str1[#msg],n39:Q length_max_str1[#msg],n39:Q length_mean_str2[#msg],n39:Q length_max_str2[#msg],n39:Q length_mean_str11[#msg],n39:Q length_max_str11[#msg],n40:Q length_mean_str1[#msg],n40:Q length_max_str1[#msg],n40:Q length_mean_str2[#msg],n40:Q length_max_str2[#msg],n40:Q length_mean_str11[#msg],n40:Q length_max_str11[#msg],n41:Q length_mean_str1[#msg],n41:Q length_max_str1[#msg],n41:Q length_mean_str2[#msg],n41:Q length_max_str2[#msg],n41:Q length_mean_str3[#msg],n41:Q length_max_str3[#msg],n41:Q length_mean_str11[#msg],n41:Q length_max_str11[#msg],n42:Q length_mean_str2[#msg],n42:Q length_max_str2[#msg],n42:Q length_mean_str3[#msg],n42:Q length_max_str3[#msg],n42:Q length_mean_str11[#msg],n42:Q length_max_str11[#msg],n43:Q length_mean_str11[#msg],n43:Q length_max_str11[#msg],n44:Q length_mean_str2[#msg],n44:Q length_max_str2[#msg],n44:Q length_mean_str11[#msg],n44:Q length_max_str11[#msg],n45:Q length_mean_str2[#msg],n45:Q length_max_str2[#msg],n45:Q length_mean_str11[#msg],n45:Q length_max_str11[#msg],n46:Q length_mean_str2[#msg],n46:Q length_max_str2[#msg],n46:Q length_mean_str11[#msg],n46:Q length_max_str11[#msg],n47:Q length_mean_str2[#msg],n47:Q length_max_str2[#msg],n47:Q length_mean_str11[#msg],n47:Q length_max_str11[#msg],n48:Q length_mean_str2[#msg],n48:Q length_max_str2[#msg],n48:Q length_mean_str3[#msg],n48:Q length_max_str3[#msg],n48:Q length_mean_str11[#msg],n48:Q length_max_str11[#msg],n49:Q length_mean_str2[#msg],n49:Q length_max_str2[#msg],n49:Q length_mean_str3[#msg],n49:Q length_max_str3[#msg],n49:Q length_mean_str11[#msg],n49:Q length_max_str11[#msg],Throughput str1(24->13)[Mbps],Throughput str2(7->38)[Mbps],Throughput str3(49->13)[Mbps],Throughput str4(6->27)[Mbps],Throughput str5(31->5)[Mbps],Throughput str6(30->16)[Mbps],Throughput str7(2->10)[Mbps],Throughput str8(4->31)[Mbps],Throughput str9(22->17)[Mbps],Throughput str10(23->4)[Mbps],Throughput str11(28->29)[Mbps],Throughput str12(2->1)[Mbps],Packet's End2End delay str7(2->10)[sec],Packet's End2End delay str12(2->1)[sec],Packet's End2End delay str8(4->31)[sec],Packet's End2End delay str4(6->27)[sec],Packet's End2End delay str2(7->38)[sec],Packet's End2End delay str9(22->17)[sec],Packet's End2End delay str10(23->4)[sec],Packet's End2End delay str1(24->13)[sec],Packet's End2End delay str11(28->29)[sec],Packet's End2End delay str6(30->16)[sec],Packet's End2End delay str5(31->5)[sec],Packet's End2End delay str3(49->13)[sec]
11,142.857,428.571,NaN,NaN,NaN,NaN,NaN,28,29,NaN,NaN,NaN,NaN,2,3,3,2,7,2,0.027258,0,1,2,4,0,0,165,176,0,1,10,17,2,4,0,0,3,11,0,1,4,9,2,4,0,0,0,1,13,25,45,45,35,35,5,13,15,23,0,1,2,4,0,0,1,1,0,0,2,5,49,55,0,0,2,5,14,27,3,6,0,0,50,60,22,22,11,19,3,9,0,0,0,1,6,11,0,0,0,0,47,51,0,0,3,7,47,47,2,2,0,0,0,1,0,0,0,0,2,3,0,0,2,4,2,7,0,0,0,1,6,12,0,0,14,17,0,0,17,20,10,24,0,0,1,3,2,3,0,0,2,6,1,2,3,7,0,0,46,46,2,5,6,13,6,11,0,1,6,15,0,0,5,8,51,51,0,1,7,17,0,0,0,1,0,0,1,3,10,18,36,36,0,1,8,20,0,0,1,2,1,3,2,4,1,3,6,11,4,9,0,0,0,0,0,0,2,3,43,45,0,0,1,3,1,2,0,0,1,3,1,2,0,0,1,3,1,2,4,6,0,0,2,5,6,11,2,2,0,0,0,0,0,0,2,3,0,0,1,3,0,0,1,3,0,0,1,3,3,6,0,0,2,3,10,26,0,0,0.446208,0.276224,0.21248,0.21248,0.169984,0.286848,0.329344,0.21248,0.223104,0.254976,0.308096,0.541824,0.066385,0.0400277,0.279484,0.302886,0.254603,0.366228,0.486068,0.837459,0.637329,0.0835747,0.361046,1.1544
12,142.857,571.429,NaN,NaN,NaN,NaN,NaN,2,1,NaN,NaN,NaN,NaN,2,3,4,2,7,2,0.027258,0,0,0,0,0,0,183,191,0,0,2,5,0,0,0,0,0,2,0,0,5,11,0,0,1,3,0,0,4,7,45,45,35,35,6,10,3,7,0,0,2,4,0,0,2,5,0,1,0,0,65,75,3,5,1,2,14,25,1,3,0,0,67,75,22,22,9,15,7,10,4,8,0,0,6,11,2,4,0,0,61,72,2,3,0,0,48,49,2,3,0,0,15,24,0,0,0,0,2,4,0,1,6,13,5,11,6,10,0,0,5,9,2,4,15,21,0,0,14,21,2,7,0,1,10,15,0,0,7,12,0,0,2,2,2,4,3,6,51,55,4,10,7,13,11,15,0,0,0,1,2,4,15,21,51,51,0,0,2,7,2,4,0,1,0,0,2,3,1,3,38,41,0,1,17,23,2,4,6,13,2,4,4,7,4,9,0,0,9,9,0,0,0,0,0,0,2,4,49,53,0,0,2,4,0,0,0,0,2,4,0,0,0,0,2,4,0,0,2,3,0,0,4,10,0,0,2,2,0,0,0,0,0,0,2,5,0,0,2,5,0,0,2,5,0,0,4,9,0,0,0,0,5,11,7,10,0,0,0.31872,0.244352,0.308096,0.446208,0.31872,0.286848,0.297472,0.42496,0.414336,0.403712,0.393088,0.998656,0.049976,0.0404657,0.263138,0.286342,0.343385,0.349846,0.508385,0.821032,0.62092,0.398385,0.344718,1.138
13,142.857,714.286,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,3,5,2,7,2,0.027258,0,0,0,0,1,3,197,203,0,0,4,7,0,0,0,0,0,1,0,0,0,0,0,0,1,3,0,0,11,15,51,57,41,46,10,11,10,13,0,0,0,0,1,3,1,2,1,3,0,0,76,77,1,3,0,0,0,0,0,0,5,9,75,75,31,39,3,5,0,0,3,8,0,0,0,0,0,0,1,3,72,72,1,3,0,0,54,59,1,3,0,0,9,15,0,0,5,11,0,0,3,5,4,8,0,0,1,2,0,0,3,6,0,0,3,7,1,3,5,9,11,15,7,13,12,14,0,0,4,9,0,0,8,14,0,0,1,3,64,72,0,0,0,1,13,17,0,0,3,7,0,0,12,19,51,51,0,0,5,8,0,0,7,11,0,0,0,0,2,6,52,63,5,12,13,14,8,17,7,13,0,0,1,2,4,7,0,0,6,11,0,0,0,0,0,0,0,0,63,73,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,6,10,3,7,0,0,8,13,0,0,0,0,0,0,4,10,0,0,4,10,0,0,5,10,0,0,3,8,0,0,0,0,4,8,13,15,0,0,0.701184,0.552448,0.254976,0.563072,0.499328,0.58432,0.605568,0.541824,0.488704,0.47808,0.467456,0.807424,0.032468,0.0419037,0.24572,0.268933,0.325994,0.332509,0.491084,0.803614,0.603529,0.381048,0.327273,1.12057
14,142.857,857.143,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,9,50,1,7,2,0.027258,0,0,0,0,1,3,211,219,0,0,11,15,0,0,1,3,1,3,0,0,0,0,0,0,4,11,0,0,19,23,64,71,52,59,7,11,17,21,0,0,0,0,0,0,0,0,0,0,0,0,77,77,4,9,0,0,0,0,0,0,3,8,75,75,42,45,5,9,0,0,1,2,0,0,3,5,0,0,0,0,75,79,0,0,0,0,65,71,4,9,0,0,0,1,0,0,3,7,0,0,1,2,4,9,0,0,0,0,0,0,3,6,0,0,6,10,0,0,9,13,19,23,5,11,4,9,0,0,1,2,0,0,6,9,0,0,1,2,76,81,0,0,0,0,7,11,0,0,0,0,0,0,2,5,51,51,0,0,11,15,0,0,7,11,0,0,0,0,9,13,66,69,6,11,7,14,3,5,2,5,0,0,0,0,0,0,0,0,3,8,0,0,0,0,3,7,0,0,73,73,5,10,0,0,0,0,5,10,0,0,0,0,5,9,0,0,0,0,0,0,4,9,0,0,0,0,6,11,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,4,7,0,0,0,0,4,9,0,0,18,21,4,8,0.711808,0.5848,0.382464,0.63792,0.509952,0.63792,0.595424,0.563552,0.510432,0.542784,0.542304,0.892896,0.086385,0.0435667,0.229185,0.252488,0.309675,0.316073,0.474648,0.787241,0.586967,0.364486,0.310711,1.10422
15,285.714,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,9,51,1,7,2,0.027258,0,0,0,0,0,0,221,223,0,0,19,23,0,0,0,0,3,10,0,0,0,0,0,0,0,1,0,0,27,31,72,73,63,67,15,19,25,29,0,0,0,0,0,0,0,0,0,0,0,0,77,77,0,1,0,0,0,0,0,0,2,5,75,75,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,79,0,0,0,0,74,77,2,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,18,0,0,16,20,28,32,3,6,0,0,0,0,0,1,0,0,0,1,0,0,0,0,81,81,0,0,0,0,9,13,0,0,0,0,0,0,0,0,65,79,0,0,19,23,0,0,0,0,4,10,0,0,16,20,69,69,3,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,8,0,0,5,9,0,0,73,73,3,7,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,0,0,3,7,0,0,0,0,2,4,3,7,0,0,3,8,0,0,3,7,0,0,3,8,0,0,1,3,0,0,0,0,1,3,0,0,24,27,2,4,0.69104,0.605568,0.254976,0.679936,0.542304,0.658688,0.605568,0.626816,0.573696,0.563072,0.499328,1.0199,0.069904,0.0450677,0.212866,0.236151,0.293302,0.303385,0.458104,0.770832,0.570468,0.348122,0.294266,1.08686
16,285.714,142.857,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,9,52,1,7,2,0.027258,0,1,2,4,0,0,234,246,0,1,18,23,2,4,0,0,3,12,0,1,5,10,2,4,0,0,0,1,19,31,73,73,67,68,9,19,22,29,0,1,2,4,0,0,0,0,0,0,3,8,83,88,0,0,2,5,14,26,2,5,0,0,84,94,45,45,14,25,3,10,0,0,0,1,6,10,0,0,0,0,82,85,0,0,5,13,77,77,1,1,0,0,0,1,0,0,0,0,1,3,0,0,2,4,2,7,0,0,0,1,6,12,0,0,19,22,0,0,24,27,14,32,5,5,1,3,2,4,0,0,3,7,1,2,4,7,0,0,81,81,2,5,6,13,10,14,0,1,8,19,0,0,5,8,81,82,0,1,12,24,0,0,0,1,0,0,2,3,13,21,69,69,0,1,9,22,1,1,1,2,1,3,2,4,1,3,6,11,4,9,1,3,0,0,2,3,1,2,74,76,0,0,1,3,0,1,0,0,1,3,0,1,0,0,1,3,0,1,4,7,0,0,1,3,6,11,0,0,1,3,0,0,1,3,2,3,0,0,1,3,0,0,1,3,0,0,1,3,3,6,0,0,1,3,11,27,0,0,0.733056,0.669312,0.350592,0.69056,0.5312,0.679936,0.63744,0.616192,0.563072,0.58432,0.499328,0.934912,0.052432,0.0466407,1.10995,0.218706,0.275785,0.285868,0.440776,0.757262,0.594385,0.330596,0.364385,1.07148
17,285.714,285.714,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,9,53,1,7,2,0.027258,0,0,0,0,0,0,254,261,0,0,6,13,0,0,0,0,0,2,0,0,6,12,0,0,1,3,0,0,8,11,73,73,68,68,7,11,8,13,0,0,2,4,0,0,5,9,0,1,1,3,101,115,3,5,4,8,18,27,4,7,0,0,105,115,45,45,16,22,7,11,4,8,0,0,6,11,2,4,0,0,96,107,2,3,0,0,80,83,1,3,0,0,15,24,0,0,0,0,2,5,0,1,6,12,6,12,6,10,0,0,10,15,2,4,21,26,0,0,23,28,3,7,4,7,10,14,0,0,7,12,0,0,2,2,2,5,3,6,85,90,5,10,7,13,15,19,0,0,3,7,2,4,14,19,82,83,0,0,2,7,2,4,0,1,0,0,2,5,2,5,72,75,0,1,23,29,1,3,6,13,2,5,4,7,4,9,0,0,9,9,0,0,0,0,0,0,2,5,80,84,0,0,2,5,0,0,0,0,2,5,0,0,0,0,2,5,0,0,3,5,0,0,4,9,0,0,0,0,0,0,0,0,0,0,2,5,0,0,2,5,0,0,2,5,0,0,4,9,0,0,0,0,4,10,7,9,0,0,0.754304,0.658688,0.350592,0.594944,0.541824,0.605568,0.626816,0.648064,0.605568,0.573696,0.499328,1.03053,0.036077,0.0482137,1.09357,0.202414,0.321385,0.269369,0.146446,0.847115,0.578057,0.314259,0.347823,1.05406
18,285.714,428.571,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,9,54,1,7,2,0.027258,0,0,0,0,2,5,269,277,0,0,6,9,0,0,0,0,0,2,0,0,0,0,0,0,1,3,0,0,15,19,81,88,73,79,12,14,13,18,0,0,0,0,2,5,0,1,2,3,0,0,115,116,1,3,0,0,2,5,0,0,5,9,115,115,53,61,7,13,0,0,3,8,0,0,2,5,0,0,2,5,109,111,1,3,0,0,89,94,2,4,0,0,7,15,0,0,6,11,0,0,3,5,4,8,0,1,1,3,0,0,2,4,0,0,11,15,2,5,13,18,12,16,6,13,12,15,0,0,5,11,0,0,8,14,0,0,1,3,101,113,1,4,0,1,19,21,0,0,2,4,0,0,11,17,83,83,0,0,8,11,0,0,7,11,0,0,0,0,7,11,85,96,5,12,17,17,8,17,7,13,0,0,1,3,5,11,0,0,6,11,0,0,0,0,0,0,0,0,93,103,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,6,10,4,9,0,0,5,10,0,0,0,0,0,0,4,10,0,0,4,10,0,0,4,9,0,0,3,9,0,0,0,0,4,9,13,16,0,0,0.701184,0.648064,0.393088,0.626816,0.552448,0.626816,0.626816,0.63744,0.573696,0.573696,0.47808,1.61485,0.236096,0.0488407,1.07616,0.422385,0.303832,0.251924,0.322385,0.747385,0.560549,0.296904,0.330522,1.03775
19,285.714,571.429,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,3,34,2,7,2,0.027258,0,0,0,0,2,5,285,294,0,0,13,17,0,0,2,5,1,5,0,0,0,0,0,0,5,12,0,0,24,28,95,103,85,91,12,16,22,27,0,0,0,0,0,0,0,0,0,0,0,0,116,116,4,9,0,0,0,0,0,0,3,7,115,115,64,67,4,7,0,0,1,3,0,0,1,3,0,0,0,0,113,116,0,0,0,0,100,106,6,10,0,0,2,5,0,0,5,9,0,0,1,3,3,6,0,0,0,0,0,0,1,3,0,0,11,15,0,0,16,21,20,25,5,11,4,9,0,0,2,5,0,0,6,10,0,0,1,3,116,119,0,0,0,0,14,19,0,0,0,0,0,0,4,8,83,83,0,0,16,20,0,0,7,13,0,0,0,0,16,20,99,103,6,13,8,17,4,7,3,8,0,0,0,0,0,0,0,0,3,7,0,0,0,0,4,8,0,0,105,106,5,10,0,0,0,0,5,10,0,0,0,0,5,9,0,0,0,0,0,0,4,9,0,0,0,0,4,8,0,0,0,0,0,0,1,3,0,0,0,0,4,8,0,0,4,8,0,0,0,0,4,8,0,0,19,23,4,8,0.733056,0.711808,0.446688,0.680416,0.616192,0.648544,0.606048,0.58432,0.605568,0.616672,0.499808,1.51971,0.901385,0.0503687,1.10106,0.407075,0.289823,0.236506,0.306922,0.731976,0.54523,0.281612,0.315005,1.02839
20,285.714,714.286,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,3,38,2,7,2,0.027258,0,0,0,0,0,0,295,296,0,0,22,27,0,0,0,0,2,6,0,0,0,0,0,0,1,3,0,0,32,35,105,106,97,102,20,23,30,34,0,0,0,0,0,0,0,0,0,0,0,0,116,116,1,3,0,0,0,0,0,0,2,5,115,115,67,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,116,0,0,0,0,109,112,3,5,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,23,0,0,24,28,30,35,3,7,0,0,0,0,2,5,0,0,1,2,0,0,0,0,119,119,0,0,0,0,15,18,0,0,0,0,0,0,0,0,98,113,0,0,24,27,0,0,0,0,4,9,0,0,24,27,103,103,4,9,0,0,2,5,0,0,0,0,0,0,0,0,0,0,2,4,3,8,0,0,5,10,0,0,106,106,2,6,0,0,0,0,3,6,0,0,0,0,3,6,0,0,0,0,0,0,3,6,0,0,0,0,2,3,3,8,0,0,2,8,0,0,3,7,0,0,3,8,0,0,1,3,0,0,0,0,1,3,0,0,23,24,2,5,0.722912,0.69104,0.47808,0.669312,0.626816,0.669312,0.616192,0.626816,0.574176,0.626816,0.488704,1.30675,0.885048,0.0518337,1.08374,0.389522,0.821385,0.219151,0.289531,0.714549,0.527776,0.264221,0.297695,1.00292
21,285.714,857.143,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,3,39,2,7,2,0.027258,0,1,2,4,0,0,302,309,0,0,19,27,2,4,0,0,1,7,0,1,5,10,2,4,0,0,0,1,22,35,106,106,103,104,11,23,26,34,0,1,2,4,0,0,0,0,0,0,3,7,121,126,0,0,2,5,14,27,3,6,0,0,125,135,68,68,15,25,3,10,0,0,0,1,6,10,0,0,0,0,118,121,0,0,5,12,112,112,1,1,0,0,0,1,0,0,0,0,1,3,0,0,2,4,2,6,0,0,0,1,6,12,0,0,20,24,0,0,30,32,16,35,7,7,1,3,2,3,0,0,3,7,0,2,3,7,0,0,119,119,2,6,6,13,13,18,0,1,8,19,0,0,5,8,114,114,0,1,16,27,0,0,0,1,0,0,1,3,19,28,103,103,0,1,9,22,5,5,0,2,1,3,1,3,1,3,6,11,4,9,0,1,0,0,0,1,2,3,108,109,0,0,2,3,0,0,0,0,2,3,0,1,0,0,1,3,0,1,4,8,0,0,2,5,6,12,0,0,0,1,0,0,0,1,2,3,0,0,1,3,0,0,1,3,0,0,1,3,3,6,0,0,2,3,10,24,0,0,0.711808,0.658688,0.467456,0.669312,0.63744,0.679936,0.605568,0.648064,0.594944,0.626816,0.488704,1.45549,0.619336,0.0532807,1.06726,0.373194,0.723661,0.202589,0.188385,0.698122,0.511349,0.247893,0.964587,0.977378
22,428.571,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,3,40,2,7,2,0.027258,0,0,0,0,0,0,313,317,0,0,5,13,0,0,0,0,0,1,0,0,6,12,0,0,1,3,0,0,7,10,106,106,104,104,4,6,9,16,0,0,2,4,0,0,5,10,0,1,1,3,139,152,3,5,4,7,19,28,4,8,0,0,145,156,68,68,18,25,7,11,3,7,0,0,6,11,2,4,0,0,132,142,2,3,0,0,116,119,1,3,0,0,14,23,0,0,0,0,2,4,0,1,6,13,7,15,5,9,0,0,11,17,2,4,16,22,0,0,24,31,2,5,6,9,9,13,0,0,7,12,0,0,1,2,1,3,4,7,123,128,5,10,8,13,13,15,0,0,3,7,2,4,15,21,114,114,0,0,2,4,2,4,0,1,0,0,1,3,3,9,108,113,0,1,26,31,2,5,7,15,1,3,4,6,4,9,1,1,9,9,0,0,0,0,0,0,1,3,113,117,0,0,1,3,0,0,0,0,1,3,0,0,0,0,1,3,0,0,5,6,0,0,5,11,0,1,0,0,0,0,0,0,0,0,2,6,0,0,2,6,0,0,2,6,0,0,4,9,0,0,0,0,5,11,1,3,0,0,0.733056,0.669312,0.488704,0.679936,0.648064,0.669312,0.594944,0.658688,0.605568,0.63744,0.446208,1.26426,0.593909,0.0547547,1.04894,0.354803,0.698189,0.273385,0.169967,0.679659,0.492976,0.763385,0.946052,0.925978
